,event number,mission number,trajectory number,jump amplitude [m],jump time [s],jump depth [m],normalized jump amplitude [-],normalized jump time [-],normalized cross shore jump location [-],breaking iribarren_number [-],Offshore Hs [m],Offshore Tm [s],linear phase speed at jump depth [m/s],bulk jump speed [m/s],mean jump speed [m/s],median jump speed [m/s],max jump speed [m/s],nrmse
1361,1361,66,16,7.070012245,4.16665,0.69558778,0.095416039,0.464315882,0.536177164,0.161581125,1.5013198,8.97374,2.610892615,1.696809726,1.56161711,1.570140455,2.298682656,0.880209699
2659,2659,25,25,7.066382186,3.666652,0.98047048,0.124905023,0.513605607,0.489470617,0.117715552,2.1597586,7.139042,3.099775911,1.927202851,1.610669003,1.68530506,2.2163313,0.97695907
3034,3034,20,6,7.064758916,4.16665,1.03702223,0.117096232,0.553904228,0.366825945,0.109169979,2.6779573,7.5223293,3.187917478,1.695548922,1.581161023,1.68546375,2.114481961,0.976923947
1847,1847,80,1,7.057929087,3.666652,1.140891453,0.10370833,0.439929998,0.397060509,0.129385016,2.150559,8.334626,3.343760792,1.92489745,1.811009943,2.051690695,2.282203473,0.973770604
859,859,23,3,7.034851589,2.999988,0.7964198,0.116729814,0.399191395,0.397067226,0.114922357,2.4139028,7.515162,2.793727624,2.34495991,2.21862394,2.249412462,2.692987118,0.993767459
1927,1927,73,5,7.027801659,4.499982,1.430752126,0.088212014,0.470774663,0.736253491,0.165174783,1.5447562,9.558675,3.744512095,1.561739949,1.402399891,1.489721675,2.0270062,0.961901513
473,473,38,6,7.027412327,4.333316,0.996602135,0.107319345,0.537374338,1.247092769,0.201234266,0.85539997,8.0638685,3.125172143,1.621717024,1.492755308,1.625879045,2.345862592,0.826889775
3451,3451,75,15,7.02281944,3.833318,1.421981971,0.099814891,0.44689554,0.458545298,0.131080441,2.1661875,8.57766,3.73301799,1.832047182,1.681119832,1.679544456,2.010657777,0.995200909
3256,3256,71,17,7.020537926,6.166642,0.93635133,0.089855852,0.656384312,0.675658659,0.163134115,1.5530667,9.394865,3.029231426,1.138470164,1.10124779,1.088477118,1.699939877,0.981901813
784,784,72,14,7.013554885,4.833314,1.463110574,0.088033191,0.50564686,0.709367125,0.165174783,1.5447562,9.558675,3.786619023,1.451086125,1.387786575,1.539696085,2.081753432,0.812652326
751,751,72,7,7.009807329,4.16665,0.916462161,0.087986152,0.435902466,0.663099406,0.165174783,1.5447562,9.558675,2.99688658,1.682360488,1.534800132,1.623681155,2.221273146,0.912459657
2729,2729,21,5,7.006781893,1.499994,0.327527341,0.117687653,0.201542667,0.384119575,0.111073199,2.5528471,7.442563,1.791582524,4.671206613,4.801951112,4.920331355,7.239152126,0.953199101
2649,2649,25,24,6.997862462,3.833318,0.773287224,0.123693871,0.536951316,0.472375469,0.117715552,2.1597586,7.139042,2.752855753,1.82553664,1.532067177,1.660358387,2.317920049,0.894864636
1937,1937,73,7,6.990864014,4.99998,1.176128095,0.087748378,0.523082959,0.710018366,0.165174783,1.5447562,9.558675,3.395004467,1.398178396,1.310543932,1.376828387,1.845751165,0.946612661
69,69,78,11,6.963741056,3.166654,1.765227221,0.102324343,0.379939544,0.472900406,0.129385016,2.150559,8.334626,4.159233916,2.199084919,1.801449798,1.92667198,2.338451354,0.979392133
947,947,23,15,6.962974841,2.999988,1.96839038,0.115537158,0.399191395,0.514803308,0.114922357,2.4139028,7.515162,4.392063948,2.321000898,1.900396658,1.94804529,2.344496628,0.991664472
1903,1903,80,11,6.96219402,2.833322,1.135480483,0.102301611,0.339945908,0.406529672,0.129385016,2.150559,8.334626,3.335822048,2.457254777,2.070400579,2.11642726,2.408513795,0.996772159
3116,3116,20,23,6.961555176,3.499986,1.526376234,0.115385661,0.465279551,0.387937709,0.109169979,2.6779573,7.5223293,3.86762034,1.989023721,1.730945207,1.804248714,2.143516983,0.993223283
552,552,69,9,6.95655274,4.16665,1.873650053,0.088710274,0.442062602,0.788528782,0.162591463,1.5692074,9.425475,4.285063655,1.669579336,1.399402998,1.563532568,2.114082039,0.872780001
2662,2662,25,25,6.954329549,3.666652,0.672126305,0.122924386,0.513605607,0.426726546,0.117715552,2.1597586,7.139042,2.566483545,1.896642918,1.753018998,2.01574648,2.305158688,0.974738721
2773,2773,21,11,6.953994278,3.999984,1.945969918,0.116801019,0.537447113,0.434839145,0.111073199,2.5528471,7.442563,4.366978956,1.738505523,1.490722291,1.697203951,2.341899592,0.782097463
2296,2296,16,11,6.953361436,4.333316,0.322625123,0.120867697,0.599027153,0.973071888,0.165021215,1.1175338,7.2339225,1.778124351,1.604628288,1.490627096,1.670295612,2.242551695,0.876093209
26,26,78,3,6.95137959,2.999988,1.535852026,0.102142705,0.359942726,0.50387705,0.129385016,2.150559,8.334626,3.87960692,2.317135798,1.791993628,1.881311079,2.328358164,0.98112249
3080,3080,20,14,6.94865297,3.833318,0.680206646,0.115171811,0.509591889,0.318772313,0.109169979,2.6779573,7.5223293,2.581864662,1.81269933,1.753692018,1.839374635,2.197194145,0.977356181
3255,3255,71,17,6.939954392,3.833318,1.222705232,0.088824463,0.40802268,0.718107643,0.163134115,1.5530667,9.394865,3.461576414,1.810430127,1.503363191,1.502852097,2.309502465,0.861620306
825,825,72,22,6.924861316,3.833318,1.906573721,0.086919921,0.401030268,0.78623804,0.165174783,1.5447562,9.558675,4.322548145,1.806492787,1.583104974,1.667783686,2.143475392,0.975481675
2674,2674,25,28,6.907979437,2.49999,0.651121222,0.122105103,0.350185641,0.431175643,0.117715552,2.1597586,7.139042,2.526061752,2.763202828,2.325083544,2.402441856,2.501877289,0.999431636
339,339,79,1,6.90128354,4.16665,1.140675092,0.1014066,0.499920452,0.427009584,0.129385016,2.150559,8.334626,3.343443719,1.656314675,1.407507531,1.481441221,2.053007231,0.961833758
1304,1304,66,5,6.895913582,4.833314,0.96311773,0.093066424,0.538606423,0.655279504,0.161581125,1.5013198,8.97374,3.072222933,1.426746448,1.313654491,1.424416345,1.670152366,0.977215068
3281,3281,71,23,6.891510535,4.16665,1.947865193,0.08820443,0.443502914,0.818152317,0.163134115,1.5530667,9.394865,4.369105044,1.653969144,1.52797537,1.66024883,2.17271226,0.947869666
594,594,69,17,6.890156302,4.833314,1.226813415,0.087863584,0.512792618,0.765372837,0.162591463,1.5692074,9.425475,3.467386835,1.425555282,1.360476262,1.55199192,2.248810685,0.764357316
1067,1067,42,5,6.889583423,3.499986,1.166769318,0.155785989,0.593248332,0.846513556,0.135855321,1.2675554,5.899698,3.381469993,1.968460281,1.728803894,1.829838802,2.281779365,0.970765147
1355,1355,66,15,6.886013857,3.499986,0.912656858,0.092932818,0.390025341,0.648874014,0.161581125,1.5013198,8.97374,2.990658324,1.9674404,1.807268026,1.850784752,2.061614442,0.996862521
1164,1164,76,2,6.874438575,5.83331,1.43420803,0.1022106,0.707017316,0.411484082,0.12979822,2.1118326,8.25059,3.749031701,1.178479898,1.152511475,1.182488062,1.942125009,0.753085966
1912,1912,73,0,6.87400763,3.499986,0.90772329,0.086281612,0.366158071,0.724204486,0.165174783,1.5447562,9.558675,2.982564038,1.964010036,1.713461607,1.834054991,2.240781453,0.990757763
534,534,69,5,6.873196657,5.666644,1.085580031,0.087647313,0.601205138,0.665569405,0.162591463,1.5692074,9.425475,3.261699604,1.212921909,1.263963733,1.228705779,1.947082306,0.834515952
3623,3623,24,21,6.868327419,2.999988,1.865872683,0.12524029,0.430934591,0.517874251,0.115793557,2.163684,6.9615855,4.27616093,2.289451631,2.129982996,2.169807368,2.29280736,0.99829898
3573,3573,24,13,6.860007827,3.666652,1.044562404,0.125088586,0.526697833,0.417840563,0.115793557,2.163684,6.9615855,3.19948614,1.870918709,1.652320581,1.785025871,2.110884645,0.962022162
1459,1459,26,2,6.849924692,3.666652,1.774444007,0.118426292,0.504607266,0.608725711,0.124572287,1.9717437,7.266348,4.170078089,1.868168752,1.585877647,1.738920447,2.226088104,0.917596356
2944,2944,15,6,6.848441529,3.999984,1.267724929,0.121180618,0.560778229,1.14067469,0.161871091,1.1409738,7.132916,3.52472755,1.712117231,1.469730335,1.568910377,2.232674099,0.79440737
3608,3608,24,19,6.846370767,3.999984,1.831722849,0.124839922,0.574579455,0.518828689,0.115793557,2.163684,6.9615855,4.236848348,1.711599538,1.509794632,1.600427009,2.183325149,0.908444924
794,794,72,16,6.838371194,4.16665,1.350634583,0.085834309,0.435902466,0.708351166,0.165174783,1.5447562,9.558675,3.638161475,1.641215651,1.381477138,1.485221342,2.096864766,0.923043367
2345,2345,40,0,6.838315475,4.833314,0.967705739,0.10402952,0.59741045,1.260103898,0.239308338,0.6072011,8.090441,3.079531821,1.414829551,1.265303423,1.330091108,1.66117817,0.974711128
2060,2060,22,4,6.834901374,2.833322,0.420690598,0.113114803,0.376163878,0.380335252,0.112469191,2.5269773,7.532148,2.030460012,2.412327781,1.902025797,1.919437063,2.356975928,0.993683189
532,532,69,4,6.833496088,5.333312,1.376762487,0.08714105,0.56584013,0.704489294,0.162591463,1.5692074,9.425475,3.673182866,1.281285642,1.325200565,1.308547697,1.960944481,0.925166301
1563,1563,26,21,6.827205957,3.999984,1.121043796,0.118033515,0.550480654,0.549780455,0.124572287,1.9717437,7.266348,3.314548114,1.706808316,1.4199794,1.510069633,2.243343074,0.924715588
1469,1469,26,4,6.823943751,4.499982,1.498605559,0.117977115,0.619290736,0.579857709,0.124572287,1.9717437,7.266348,3.832275365,1.51643801,1.359470077,1.455866379,1.988893019,0.925059758
452,452,8,7,6.819363609,4.16665,1.722194281,0.147247097,0.682353144,1.083374715,0.140337118,1.2439636,6.1062956,4.108223942,1.636653813,1.499414125,1.696700358,2.216422347,0.817730218
2573,2573,25,13,6.816765821,3.499986,2.096096076,0.120492816,0.490259898,0.573244454,0.117715552,2.1597586,7.139042,4.532299808,1.947655168,1.583595083,1.668688678,2.251229555,0.962076078
849,849,23,1,6.81457544,3.499986,1.604964546,0.113074755,0.465723294,0.457246834,0.114922357,2.4139028,7.515162,3.965936528,1.947029343,1.522872262,1.605069661,2.254533508,0.876298077
2239,2239,22,30,6.806360061,3.33332,1.26622452,0.112642456,0.442545739,0.43495641,0.112469191,2.5269773,7.532148,3.522641096,2.041916186,1.819442825,1.898756243,2.18189,0.995082188
3405,3405,75,8,6.802590139,3.833318,1.666276501,0.096684786,0.44689554,0.49507714,0.131080441,2.1661875,8.57766,4.040978806,1.77459583,1.612395329,1.682250926,2.125762065,0.983322556
1440,1440,12,15,6.802352678,3.499986,1.888344928,0.143856446,0.564412641,1.084195259,0.147122322,1.1556554,6.201112,4.301834526,1.943537111,1.674317421,1.770766432,2.157197231,0.983426888
576,576,69,14,6.793554503,4.833314,1.16329673,0.086631713,0.512792618,0.722401329,0.162591463,1.5692074,9.425475,3.376434206,1.405568623,1.312066567,1.39417186,2.006825895,0.91402938
3054,3054,20,10,6.792506908,3.166654,0.729678198,0.112583737,0.420967213,0.314926682,0.109169979,2.6779573,7.5223293,2.674106644,2.145010762,1.739502473,1.882106419,2.291779154,0.990692935
2656,2656,25,25,6.790060395,3.666652,1.711207984,0.120020772,0.513605607,0.538841609,0.117715552,2.1597586,7.139042,4.095099296,1.851842061,1.497816189,1.585171387,2.295369674,0.927979035
2120,2120,22,12,6.783843943,3.833318,1.933562835,0.112269823,0.508927599,0.49858131,0.112469191,2.5269773,7.532148,4.353035237,1.769705499,1.462049212,1.508680915,2.16874876,0.931050752
1193,1193,76,5,6.781894835,4.833314,1.334487151,0.10083464,0.585814348,0.364843565,0.12979822,2.1118326,8.25059,3.616348169,1.403156268,1.275078115,1.26906146,2.104395849,0.9183747
2507,2507,25,3,6.774206594,4.499982,0.800178361,0.119740541,0.630334154,0.474759429,0.117715552,2.1597586,7.139042,2.800312115,1.505385265,1.325628608,1.426957284,1.90946535,0.955702995
739,739,72,5,6.7600379,4.666648,0.775249861,0.08485108,0.488210761,0.66526688,0.165174783,1.5447562,9.558675,2.756346973,1.448585344,1.350634442,1.439186906,1.858954562,0.975489435
1895,1895,80,10,6.755412268,4.333316,1.859580526,0.099263186,0.51991727,0.531082383,0.129385016,2.150559,8.334626,4.268944735,1.558947528,1.425939822,1.656980662,2.135429918,0.886708424
1826,1826,36,6,6.753209227,4.833314,1.166609396,0.1002874,0.585209816,1.027577721,0.207574516,0.82674474,8.259113,3.381238247,1.397221291,1.367678148,1.445114734,1.987013136,0.940034192
2622,2622,25,21,6.74727316,3.499986,0.930946587,0.119264467,0.490259898,0.48692916,0.117715552,2.1597586,7.139042,3.020476213,1.927800043,1.630384018,1.727065697,2.13640423,0.984123624
705,705,81,14,6.743597475,3.166654,0.976870884,0.099098239,0.379968083,0.470211214,0.130197266,2.123624,8.334,3.094080585,2.129565616,1.87676189,1.96175348,2.183601258,0.995761321
1819,1819,36,4,6.741677371,4.666648,1.212780364,0.100116148,0.565030167,1.166203343,0.207574516,0.82674474,8.259113,3.447498741,1.44465093,1.404271255,1.373457398,1.98423416,0.970575139
2866,2866,21,25,6.737786004,4.333316,1.5237806,0.113169531,0.582234373,0.448332394,0.111073199,2.5528471,7.442563,3.864330457,1.554879913,1.3300404,1.431356512,2.040995796,0.914968113
355,355,79,4,6.734042775,5.166646,1.30633911,0.098949185,0.619901361,0.483084803,0.129385016,2.150559,8.334626,3.578005488,1.303368331,1.24494346,1.276292459,1.769528184,0.978816023
1965,1965,73,14,6.72845934,3.999984,1.950653818,0.08445471,0.418466367,0.809512046,0.165174783,1.5447562,9.558675,4.3722314,1.682121563,1.451930989,1.565127139,2.204662276,0.936975538
2875,2875,21,26,6.72296396,3.33332,1.883607877,0.112920576,0.447872594,0.475336584,0.111073199,2.5528471,7.442563,4.296435406,2.016897256,1.680391171,1.794149666,2.186612798,0.990849438
2989,2989,31,6,6.720176303,4.333316,2.014054933,0.109545899,0.567793133,1.329706246,0.172758481,1.0873302,7.631857,4.44271745,1.550816119,1.416906527,1.496154536,2.252508403,0.887492798
88,88,78,14,6.717187718,1.66666,1.133962374,0.098701519,0.199968181,0.364879453,0.129385016,2.150559,8.334626,3.333591347,4.030328752,2.868146818,2.876726984,4.055475831,0.98622665
120,120,78,20,6.715477343,3.833318,1.355722502,0.098676387,0.459926816,0.425423484,0.129385016,2.150559,8.334626,3.645007616,1.751870662,1.609038939,1.586367781,1.968737831,0.994354103
3542,3542,24,9,6.714744587,3.666652,1.095049636,0.122439789,0.526697833,0.41187421,0.115793557,2.163684,6.9615855,3.275894754,1.831301303,1.676344492,1.789245874,2.17549367,0.986980211
415,415,28,4,6.70267612,2.999988,1.713296327,0.101668935,0.369883907,0.609116781,0.159366763,1.3731568,8.1106205,4.097597346,2.23423431,1.805772971,1.810231411,2.385268555,0.989619301
1957,1957,73,11,6.701723982,3.999984,0.781720532,0.084119131,0.418466367,0.649154071,0.165174783,1.5447562,9.558675,2.767826082,1.675437697,1.600910306,1.769219013,2.055464214,0.97180633
2508,2508,25,3,6.688782414,4.16665,0.669037173,0.118230588,0.583642735,0.463979582,0.117715552,2.1597586,7.139042,2.560578898,1.605314201,1.430269071,1.494332853,2.11848959,0.946925756
1410,1410,12,4,6.683756236,3.666652,1.340617537,0.141348363,0.591289433,1.007990069,0.147122322,1.1556554,6.201112,3.624645068,1.822849901,1.559208111,1.597206979,1.959314765,0.989147497
2984,2984,31,5,6.683364039,4.833314,1.250296665,0.108945821,0.633307726,1.214951411,0.172758481,1.0873302,7.631857,3.500415307,1.382770505,1.290031606,1.410355506,1.98454094,0.830176821
1545,1545,26,18,6.680609567,3.833318,1.137987337,0.115499054,0.52754396,0.551006927,0.124572287,1.9717437,7.266348,3.339502344,1.742774684,1.439005221,1.512934082,2.183715295,0.919064461
439,439,8,3,6.675858685,3.833318,0.675358953,0.144148467,0.627764892,0.91390826,0.140337118,1.2439636,6.1062956,2.572648001,1.741535319,1.398211848,1.508085321,2.094951356,0.810475041
2257,2257,22,32,6.665749987,3.33332,1.976911443,0.110315417,0.442545739,0.493016231,0.112469191,2.5269773,7.532148,4.401560193,1.999732995,1.753809357,1.815798976,2.190673114,0.992253577
3222,3222,71,8,6.664917456,6.499974,1.06450423,0.085304266,0.691864545,0.689597804,0.163134115,1.5530667,9.394865,3.229882575,1.025376018,0.98801904,1.011514197,1.595889017,0.913184439
1000,1000,23,24,6.662606819,4.16665,1.284116265,0.110553129,0.554432493,0.43895269,0.114922357,2.4139028,7.515162,3.547441246,1.599032033,1.386488663,1.521730413,2.003998072,0.957010093
1749,1749,67,6,6.656805141,3.166654,0.989330288,0.091242998,0.35770181,0.64392681,0.160965563,1.4895532,8.852776,3.11374964,2.1021574,1.725707377,1.730966607,2.153836306,0.989782721
2309,2309,16,16,6.649670031,5.333312,0.374211547,0.115588742,0.737264188,1.001505944,0.165021215,1.1175338,7.2339225,1.915012575,1.246818118,1.100542416,1.15684686,1.680054169,0.872766596
2593,2593,25,16,6.64900787,4.99998,0.765690803,0.117527535,0.700371282,0.472145509,0.117715552,2.1597586,7.139042,2.739300983,1.329806893,1.202219902,1.127114544,1.75139601,0.983178851
2523,2523,25,5,6.645408887,3.833318,0.753806329,0.117463919,0.536951316,0.472776453,0.117715552,2.1597586,7.139042,2.717959166,1.733591861,1.470603693,1.540664052,2.002677171,0.98414952
562,562,69,11,6.643246186,3.833318,1.431217033,0.084714975,0.406697593,0.766135171,0.162591463,1.5692074,9.425475,3.745120415,1.733027676,1.37193998,1.483733622,2.208927411,0.858578565
1477,1477,26,5,6.633813667,4.333316,1.3393026,0.114690013,0.596354042,0.559482544,0.124572287,1.9717437,7.266348,3.622867025,1.5308862,1.414055485,1.554408935,1.976284041,0.943855541
869,869,23,5,6.63353856,3.666652,1.597062874,0.110070797,0.487900593,0.469715815,0.114922357,2.4139028,7.515162,3.956161797,1.809154117,1.461967757,1.590227253,2.123336348,0.944994799
2554,2554,25,10,6.629227868,3.666652,1.790493177,0.117177904,0.513605607,0.544362486,0.117715552,2.1597586,7.139042,4.188894023,1.807978469,1.606952359,1.663542498,2.116442899,0.983898871
354,354,79,4,6.628713976,4.333316,1.466260037,0.097401497,0.51991727,0.499229859,0.129385016,2.150559,8.334626,3.790692333,1.529709344,1.329808839,1.349708943,2.062151559,0.951963208
1723,1723,67,2,6.62821855,4.333316,1.53774551,0.09085117,0.489486688,0.805017201,0.160965563,1.4895532,8.852776,3.881997681,1.529595015,1.325979506,1.507093725,2.110684785,0.768197136
3195,3195,71,0,6.626473721,5.166646,1.492780118,0.084812225,0.549943613,0.751862367,0.163134115,1.5530667,9.394865,3.824819625,1.282548431,1.22164399,1.355630408,1.879089048,0.777440221
2061,2061,22,5,6.613782915,3.499986,2.255924392,0.109455384,0.464673026,0.556198934,0.112469191,2.5269773,7.532148,4.701920782,1.88965982,1.815792612,2.05443105,2.342763142,0.962574061
1334,1334,66,11,6.613203199,3.666652,1.405053852,0.089250998,0.408597976,0.713475997,0.161581125,1.5013198,8.97374,3.710731431,1.803608087,1.545821034,1.648818283,2.093679034,0.970761796
2949,2949,15,8,6.61160981,4.333316,0.71734746,0.116989969,0.607509748,1.034121102,0.161871091,1.1409738,7.132916,2.65141568,1.525762213,1.429861875,1.542464154,2.03340694,0.919320502
1570,1570,26,22,6.606993528,4.833314,1.446280333,0.114226328,0.665164124,0.584255067,0.124572287,1.9717437,7.266348,3.764777187,1.366969646,1.244880984,1.312593055,1.967239272,0.852306255
3088,3088,20,16,6.606358763,1.833326,3.581912813,0.109498388,0.24371786,0.590218802,0.109169979,2.6779573,7.5223293,5.924757005,3.60348283,2.429735166,2.66974511,3.31126909,0.987369211
1922,1922,73,4,6.606162589,4.499982,0.997438647,0.082919658,0.470774663,0.738781287,0.165174783,1.5447562,9.558675,3.126483446,1.468042003,1.394330122,1.557865378,1.860752842,0.989874031
899,899,23,9,6.603679822,4.499982,1.133406742,0.109575349,0.598787092,0.423283439,0.114922357,2.4139028,7.515162,3.33277453,1.467490275,1.362578137,1.448156509,1.925903544,0.895571161
3598,3598,24,17,6.593783992,3.33332,0.971521553,0.120234137,0.478816212,0.429525129,0.115793557,2.163684,6.9615855,3.085597385,1.97814311,1.763816408,1.766803908,2.159525422,0.991789136
194,194,68,4,6.589229673,3.833318,1.39881642,0.087692069,0.42229581,0.768016088,0.163885709,1.4799527,9.077329,3.702485775,1.718936356,1.563238197,1.640425549,2.031065513,0.988629376
988,988,23,22,6.588568888,3.999984,1.461321146,0.109324612,0.532255193,0.444527636,0.114922357,2.4139028,7.515162,3.784302741,1.647148811,1.423165086,1.520891493,2.004064823,0.860093222
1887,1887,80,8,6.586355719,4.666648,1.245292507,0.09677909,0.559910907,0.393723877,0.129385016,2.150559,8.334626,3.493403293,1.411367585,1.383412957,1.40505088,1.83557498,0.899459065
1235,1235,76,14,6.585993873,3.499986,1.733020119,0.097921943,0.42421039,0.518242483,0.12979822,2.1118326,8.25059,4.12111601,1.881720062,1.785203301,1.870359404,2.087407586,0.995897658
2337,2337,11,2,6.580599612,5.666644,0.858154001,0.136999199,0.902921147,0.918656816,0.146936094,1.1769178,6.2759013,2.899984347,1.16128693,1.143550762,1.162043737,1.516007718,0.977683149
1741,1741,67,5,6.577894991,3.999984,1.386126196,0.090161399,0.451833865,0.703791009,0.160965563,1.4895532,8.852776,3.685652821,1.644480326,1.348304817,1.406964629,1.91809536,0.942441474
1735,1735,67,4,6.575039735,3.666652,1.611477196,0.090122262,0.414181043,0.733367114,0.160965563,1.4895532,8.852776,3.973974901,1.793199828,1.520782463,1.685991698,2.284263082,0.908130799
3503,3503,24,4,6.562041154,4.333316,1.598816718,0.119655323,0.622461076,0.493003499,0.115793557,2.163684,6.9615855,3.958333467,1.514323247,1.251821446,1.267618564,1.992606995,0.913664854
1805,1805,67,21,6.560452296,4.16665,1.130535073,0.089922316,0.470660277,0.663784073,0.160965563,1.4895532,8.852776,3.328549791,1.574514849,1.489157969,1.628901445,1.906232861,0.979643581
1379,1379,43,2,6.539235494,3.833318,1.623319678,0.147486845,0.648521745,0.999058255,0.145954782,1.1010137,5.910855,3.988550218,1.705894344,1.577610623,1.553098361,2.003530883,0.994107562
1865,1865,80,5,6.536324685,3.999984,1.173563611,0.09604394,0.479923634,0.490372734,0.129385016,2.150559,8.334626,3.391301134,1.634087708,1.518835003,1.567514974,1.967299093,0.986447888
3324,3324,30,1,6.534542541,4.333316,1.891606919,0.106061795,0.565464358,1.259836384,0.172589671,1.0941637,7.6632876,4.305548491,1.507977387,1.408346045,1.528322885,2.105832864,0.87926149
1802,1802,67,21,6.528756209,4.333316,1.465514547,0.089487867,0.489486688,0.716556626,0.160965563,1.4895532,8.852776,3.78972856,1.506642075,1.432902297,1.56186686,2.069239289,0.953056526
1130,1130,13,11,6.528685408,4.333316,1.335498643,0.138034017,0.698662078,0.961694557,0.15032084,1.1072786,6.202306,3.617718438,1.506625736,1.412498434,1.438829064,1.892098854,0.978978777
2324,2324,63,2,6.526460666,6.333308,0.74564775,0.133711938,0.996800729,1.145156814,0.155918649,1.0621041,6.353635,2.703210675,1.030497911,1.028261436,1.018162301,1.856734431,0.705583045
1342,1342,66,13,6.518231877,3.833318,1.469112194,0.087969277,0.427170611,0.748222784,0.161581125,1.5013198,8.97374,3.794377353,1.700415117,1.506051433,1.620385557,2.120232417,0.96351322
2531,2531,25,6,6.516680359,3.833318,1.016240486,0.11518852,0.536951316,0.492582661,0.117715552,2.1597586,7.139042,3.15581317,1.700010372,1.482280314,1.576248606,2.230653171,0.923151876
1877,1877,80,7,6.5156649,3.499986,1.618566467,0.095740368,0.41993318,0.518972721,0.129385016,2.150559,8.334626,3.982706539,1.861625989,1.592081792,1.687849814,2.182911073,0.961594535
1022,1022,17,0,6.515447088,4.333316,1.583110311,0.107643584,0.574462617,1.155597694,0.16800555,1.1343955,7.5432515,3.938842602,1.503570727,1.321279893,1.461390274,1.986915096,0.859438259
714,714,81,15,6.51515166,3.166654,1.469989223,0.095741192,0.379968083,0.438265258,0.130197266,2.123624,8.334,3.795509767,2.057424543,1.704183899,1.748973463,2.12801083,0.972926269
3225,3225,71,8,6.511766386,4.333316,0.749837299,0.083344086,0.46124303,0.645626246,0.163134115,1.5530667,9.394865,2.710794261,1.502721331,1.363407808,1.427777837,1.656902888,0.990735631
2441,2441,74,15,6.5107609,2.999988,1.313803632,0.091144703,0.345169631,0.391040407,0.132932216,2.1384323,8.691344,3.588213427,2.170262314,1.817400429,1.870670298,2.187648398,0.994293396
1500,1500,26,8,6.510068503,3.999984,0.563678888,0.11255062,0.550480654,0.507465205,0.124572287,1.9717437,7.266348,2.350330424,1.627523636,1.433312757,1.486361071,2.166367559,0.859739613
2348,2348,40,2,6.508314275,6.166642,1.090939056,0.099009297,0.762213333,1.455845944,0.239308338,0.6072011,8.090441,3.269740472,1.055406536,1.028908436,0.986780682,1.604797515,0.869097179
744,744,72,6,6.508276467,4.833314,1.272821408,0.081691004,0.50564686,0.697089069,0.165174783,1.5447562,9.558675,3.531805458,1.346545345,1.253095033,1.326459514,1.81307222,0.931877397
1293,1293,66,3,6.502831432,4.99998,0.638030909,0.087761434,0.557179058,0.528192398,0.161581125,1.5013198,8.97374,2.500540523,1.300571489,1.191971907,1.239793208,1.882767567,0.871405966
1890,1890,80,9,6.50102431,3.33332,1.870628188,0.095525241,0.399936362,0.535351705,0.129385016,2.150559,8.334626,4.281606736,1.950315094,1.753618348,1.905606541,2.130929521,0.994071813
2170,2170,22,19,6.494482164,4.333316,0.641611807,0.107481005,0.57530946,0.401928095,0.112469191,2.5269773,7.532148,2.507547748,1.498732648,1.40041862,1.488535872,1.972678012,0.920963085
3607,3607,24,19,6.465847234,3.999984,2.02994013,0.117901278,0.574579455,0.541562745,0.115793557,2.163684,6.9615855,4.460203277,1.616468274,1.488934295,1.553117752,2.214308666,0.910009098
1172,1172,76,3,6.460278526,3.166654,1.218232738,0.096052781,0.3838094,0.420452515,0.12979822,2.1118326,8.25059,3.455239619,2.040096116,1.506001198,1.501165907,2.139352129,0.98416286
3013,3013,20,2,6.455504204,3.999984,0.780354561,0.10699802,0.531748058,0.350840343,0.109169979,2.6779573,7.5223293,2.765406787,1.613882507,1.586832695,1.590059787,1.945499092,0.99472666
3224,3224,71,8,6.454273891,4.99998,0.906570685,0.082608239,0.532203496,0.662719973,0.163134115,1.5530667,9.394865,2.980669843,1.290859942,1.210919992,1.256581087,2.007329517,0.836303786
3140,3140,20,28,6.445198806,5.666644,0.724605879,0.106827211,0.753309749,0.344768473,0.109169979,2.6779573,7.5223293,2.66479598,1.137392574,1.1851857,1.132922668,1.965452496,0.921846381
605,605,69,19,6.439153642,4.666648,1.307699197,0.082112377,0.495110114,0.719875749,0.162591463,1.5692074,9.425475,3.579867614,1.379824157,1.259788061,1.387261326,1.788146749,0.935561072
549,549,69,8,6.422995579,4.333316,1.083320902,0.081906329,0.459745106,0.675049311,0.162591463,1.5692074,9.425475,3.258303982,1.482235678,1.362513181,1.347921372,1.750191503,0.994769891
1062,1062,42,3,6.421169736,3.833318,1.055287485,0.145194305,0.649748174,0.827619159,0.135855321,1.2675554,5.899698,3.215869611,1.675094458,1.556090239,1.664011611,1.888263047,0.991182881
3337,3337,30,7,6.410529578,4.16665,1.412003803,0.104048948,0.543715728,1.025222284,0.172589671,1.0941637,7.6632876,3.719897481,1.538533253,1.382368668,1.409761348,1.897817321,0.96727396
1256,1256,76,17,6.407283094,3.666652,1.514079776,0.095264834,0.444410885,0.41619479,0.12979822,2.1118326,8.25059,3.8520101,1.747447833,1.579206844,1.707917698,2.063592848,0.979808802
505,505,69,0,6.403793499,4.99998,1.098246137,0.081661463,0.530475122,0.74078399,0.162591463,1.5692074,9.425475,3.280672514,1.280763823,1.220791071,1.3016814,2.059279147,0.801658319
